smiles,A,V,N,H,J,B,S,C,D,R,G,P,M,L
COC1=CC(C(O)C(C)N)=C(OC)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(N)(CC1=CC(O)=C(O)C=C1)C(=O)O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC(CO)NC(=O)C1C=C2C3=C4C(=CNC4=CC=C3)CC2N(C)C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=C(OC)C(OC)=C2N=C(N3CCN(C(=O)OCC(C)(C)O)CC3)N=C(N)C2=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=NC=C([N+](=O)[O-])N1CCOC(=O)C1=CC=CC=C1,1,0,0,0,1,0,0,0,1,0,1,1,0,0
CC1=C(OCC(C)N)C(C)=CC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COCC(=O)OC1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)C1C(C)C,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCCCOC1=CC=C(C2=CC(C3=CC=C(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)C5=CC(OS(=O)(=O)O)=C(O)C=C5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)C=C3)=NO2)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CC(C)(O)C1=CC=CC=C1CCC(SCC1(CC(=O)O)CC1)C1=CC=CC(C=CC2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O=C1NC2CCCCN2C12CCN(CCCN1C3=CC=CC=C3CCC3=C1C=C(Cl)C=C3)CC2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=C2C(=CC(F)=C1N1CC3CCCNC3C1)C(=O)C(C(=O)O)=CN2C1CC1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CCC1=CC2=CC(OC)=C(OC)C=C2C(CC2=CC=CC=C2)=N1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CC(NC(=O)C(CC1=CC2=CC=CC=C2C=C1)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CN=CN1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CCOC1=C(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)C2=CC=CC=C2C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC(=O)N=NC1=C(O)C2=CC=CC=C2C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OC1=C2OC3C(O)CCC4(O)C5CC(=C2C34CCN5CC2CCC2)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C=CCN1CCC23C4=C5C=CC(O)=C4OC2C(O)C=CC3C1C5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CCCCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NNC1=NN=C2CCN(C(=O)C3=CC=CC=C3)CC2=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C1CCN(C)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC1=NN(CCCN2CCN(C3=CC(Cl)=CC=C3)CC2)C(=O)N1CCOC1=CC=CC=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=C(C(=O)NC(CSC2=CC=CC=C2)C(O)CN2CC3CCCCC3CC2C(=O)NC(C)(C)C)C=CC=C1O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C1CCC(C(=O)[O-])N1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)CC2=CC=CC=C2)C1C1=CC([N+](=O)[O-])=CC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COC12CC(COC(=O)C3=CN=CC(Br)=C3)CN(C)C1CC1=CN(C)C3=CC=CC2=C13,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN1CCC23C4=C5C=CC(OC(=O)C6=CC=CN=C6)=C4OC2C(OC(=O)C2=CC=CN=C2)C=CC3C1C5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(O)C1=C(NC2=CC=CC(C(F)(F)F)=C2)N=CC=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4C3CCC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O=C1CN=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C#CC1(OC(=O)CCCCCC)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NCC(O)C1=CC(O)=CC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN(C)CCC=C1C2=CC=CC=C2COC2=C1C=C(CC(=O)O)C=C2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
O=C(O)C1=C(O)C=CC(N=NC2=CC(C(=O)O)=C(O)C=C2)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=C(OCCOC1=CC=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C=C1)N1C=CN=C1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
COC1=CC2=C(C=C1)C(C1=CC=C(OCCN3CCCC3)C=C1)C(C1=CC=CC=C1)C(C)(C)O2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC1=C(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)C(C2=CC=CC=C2)=NO1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ClC1=CC(Cl)=C(CON=C(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CCCCOC1=C(N)C=CC(C(=O)OCCN(CC)CC)=C1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
O=C1NC2=CC=CC=C2C1(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1=C(OC)C2=C(C=CC(C3CC3)O2)C(CC2=CN=C(N)N=C2N)=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCN1CC(CSC)CC2C3=C4C(=CNC4=CC=C3)CC21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NC1=NC(N)=C(N=NC2=CC=CC=C2)C=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC(OC1=CC=CC=C1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC(N)=NC(N)=NCCC1=CC=CC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1C2=CC=CC=C2C(=O)C1C1=CC=CC=C1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC(C)=CC1C(C(=O)OCC2=CC(OC3=CC=CC=C3)=CC=C2)C1(C)C,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CC1=CC=C(N(CC2=NCCN2)C2=CC(O)=CC=C2)C=C1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CCCCC1=C([O-])N(C2=CC=CC=C2)N(C2=CC=CC=C2)C1=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCCC[C-]1C(=O)N(C2=CC=CC=C2)N(C2=CC=CC=C2)C1=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CNCC(O)C1=CC(O)=CC=C1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
O=P(O)(O)OC1=CC(O)=CC(O)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CC(NC(=O)C(C)C2=CC(C(=O)C3=CC=CC=C3)=CC=C2)=NC=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC1=CC=NC(NC(=O)C(C)C2=CC=CC(C(=O)C3=CC=CC=C3)=C2)=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC1=CC=CC=C1N2CCCN1CCC(CCO)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COC1=C(OC)C=C2C(N)=NC(N3CCN(C(=O)C4=CC=CO4)CC3)=NC2=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1,0,0,1,0,0,1,1,1,1,0,0,0,0
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)C1=CC=CC(S(=O)(=O)[O-])=C1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)C1CC=CCC1C(=O)[O-],1,0,0,1,0,0,1,1,1,1,0,0,0,0
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1,0,0,1,0,0,1,1,1,1,0,0,0,0
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CCC(NC(C)C)C(O)C1=C2C=CC(=O)NC2=C(O)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)CC2=C(C)N(C(=O)C3=CC=C(Cl)C=C3)C3=C2C=C(OC)C=C3)CC1)NC(=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)C1(C)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCC(OC1=CC=CC=C1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCC(=O)C1=CC=C2SC3=CC=CC=C3N(CC(C)N(C)C)C2=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCCN1C2=CC=CC=C2SC2=CC=CN=C21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCOC1=C(N)C=C(C(=O)OCCN(CC)CC)C=C1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCCN1CC(NS(=O)(=O)N(CC)CC)CC2CC3=C(O)C=CC=C3CC21,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C=CC1CN2CCC1CC2C(O)C1=C2C=C(OC)C=CC2=NC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC1=CC=CC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(C1=CC=C(OCCN2CCCCC2)C=C1)C1=C(C2=CC=C(O)C=C2)SC2=C1C=CC(O)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N#CC1=C(N(CC(=O)O)CC(=O)O)SC(C(=O)O)=C1CC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,1,0,0,0,0,0,1,0,1,1,0,0,0,0
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=NN1CCN(C)CC1)=C(O)C4=C3C2=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(C=C(O)C4=C3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1,0,0,0,1,0,1,0,1,0,0,0,0,0
C1COC(NC(C2CC2)C2CC2)=N1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=P(O)(O)C(O)(CC1=CN=CC=C1)P(=O)(O)O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)C1=NC(N(C)S(C)(=O)=O)=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(=O)O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=C(CO)NCCCOC1=CC=CC(CN2CCCCC2)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CN=CC(CN2CCC(=C3C4=CC=C(Cl)C=C4CCC4=CC=CN=C34)CC2)=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC1OC(OCC2OC(OC3=C(C4=CC(O)=C(O)C=C4)OC4=CC(O)=CC(O)=C4C3=O)C(O)C(O)C2O)C(O)C(O)C1O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ClC1=CC=C(C(CN2C=CN=C2)OCC2=CSC3=C(Cl)C=CC=C23)C(Cl)=C1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CCCC1=NN(C)C2=C1N=C(C1=C(OCC)C=CC(S(=O)(=O)N3CCN(C)CC3)=C1)NC2=O,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=C(O)C=CC(C2OC3=C(C=CC(C4OC5=CC(O)=CC(O)=C5C(=O)C4O)=C3)OC2CO)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CCC(C(C)(C)O)CC1O,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O=S(=O)([O-])[S-],0,0,0,0,0,0,0,0,0,0,0,0,1,0
CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(C(F)(F)F)=C(Cl)C=C3)C=C2)=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C1CCC(=O)N1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1(C)SC2C(NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)N2C1C(=O)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
COC1=CC([N-]S(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=CC(C)=NC([N-]S(=O)(=O)C2=CC=C(N)C=C2)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC1=CC=C(S(N)(=O)=O)C=C1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
O=C1OC(C2=CC(S(=O)(=O)O)=C(O)C=C2)(C2=CC(S(=O)(=O)O)=C(O)C=C2)C2=C(Br)C(Br)=C(Br)C(Br)=C12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCN1CCCC1CNC(=O)C1=C(OC)C=CC(S(=O)(=O)CC)=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCOC1=CC=CC=C1OCCNC(C)CC1=CC(S(N)(=O)=O)=C(OC)C=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=CC(CC2=CN=C(N)N=C2N)=C2C=CC(C3CC3)OC2=C1OC,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1(NC(=O)C(C(=O)[O-])C2=CSC=C2)C(=O)N2C(C(=O)[O-])C(C)(C)SC21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1=C(OC)C=C2C(N)=NC(N3CCN(C(=O)C4CCCO4)CC3)=NC2=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC3=CC=CC=C3)CCC12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=C(OC)C=C2C(=C1)CCN1CC(CC(C)C)C(=O)CC21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=CC=C2CC3C4CC=C(OC(C)=O)C5OC1=C2C54CCN3C,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC1=NC=C(C[N+]2=CSC(CCOP(=O)(O)O)=C2C)C(N)=N1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CSCC(C=O)NC(=O)C(N)C(=O)OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(S(C)(=O)=O)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CS(=O)(=O)C1=CC=C(C(O)C(COC(=O)CN)NC(=O)C(Cl)Cl)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(=O)NC1=CC=C(C=NNC(N)=S)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(S(=O)(=O)N(C)C)C=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1C2=CC=CC=C2C(NCCCCCCC(=O)[O-])C2=CC=C(Cl)C=C2S1(=O)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCNC(=O)C1=C(OC)C=CC(S(C)(=O)=O)=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=P(O)(O)C(SC1=CC=C(Cl)C=C1)P(=O)(O)O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCCC1(CCC2=CC=CC=C2)CC(O)=C(C(CC)C2=CC(NS(=O)(=O)C3=NC=C(C(F)(F)F)C=C3)=CC=C2)C(=O)O1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(C2=NC(N3CCCC3)=NC(N3CCCC3)=C2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CS,1,0,0,0,0,0,0,0,0,1,0,0,0,0
CC1=C(C)C2=C(CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2)C(C)=C1OC(=O)CCC(=O)O,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=NN(C2=CC=CC=C2)C(N2CCN(C3CNC(C(=O)N4CCSC4)C3)CC2)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC1(O)C(=O)OCC2=C1C=C1C3=NC4=C(C=C3CN1C2=O)C(CN(C)C)=C(O)C=C4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1=CC=CC(NC2=CC=NC=C2S(=O)(=O)NC(=O)NC(C)C)=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=C1N(CCCN2CCN(C3=CC(Cl)=CC=C3)CC2)N=C2C=CC=CN12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCCC(O)CCC1C(O)CC2CC3=C(C=CC=C3OCC(=O)[O-])CC21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
O=P(O)(O)OCC(Cl)(Cl)Cl,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C(F)(F)F)C=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(CCC[NH+]1CCC(O)(C2=CC=CC(C(F)(F)F)=C2)CC1)C1=CC=C(F)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=C(OC)C(OC)=C(CN2CCNCC2)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NC1=C2N=CN(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)C2=NC=N1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NC1C2CN(C3=C(F)C=C4C(=O)C(C(=O)O)=CN(C5=C(F)C=C(F)C=C5)C4=N3)CC12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1=CC2=C3C=C1OC1=CC(=CC=C1O)CC1C4=C(C=C(OC)C(O)=C4OC4=CC=C(C=C4)CC3[NH+](C)CC2)CC[N+]1(C)C,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC1=CC=C(C(C)C)C(OCC2=NCCN2)=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NC(CC1=CC(Br)=C(O)C(Br)=C1)C(=O)O,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COC(C[Hg])CNC(=O)C1=CC=CC=C1OCC(=O)[O-],0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCC1=NC(C)=C2C(=O)NC(C3=C(OCC)C=CC(S(=O)(=O)N4CCN(CC)CC4)=C3)=NN12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCC(C)N(CC(OC(=O)C1=CC=C(O)C=C1)C1=CC=CN1CC1=CC=CC=C1Cl)C(C)CC,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC1(O)CC2CN(CCC3=C(NC4=CC=CC=C34)C(C(=O)OC)(C3=C(OC)C=C4C(=C3)C35CCN6CC=CC(CC)(C(OC(C)=O)C(O)(C(=O)OC)C3N4C)C65)C2)C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCC12CCCN3CCC4=C(C31)N(C(=O)C2)C1=CC=CC=C41,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC12CCCN3CCC4=C(C31)N(C1=CC=CC=C41)C(O)(C(=O)OC)C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC1(O)CC2CN(CCC3=C(NC4=CC=CC=C34)C(C(=O)OC)(C3=C(OC)C=C4C(=C3)C35CCN6CC=CC(CC)(C(OC(C)=O)C(O)(C(=O)OC)C3N4C=O)C65)C2)C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCC1=CC2CN(C1)CC1=C(NC3=CC=CC=C13)C(C(=O)OC)(C1=C(OC)C=C3C(=C1)C14CCN5CC=CC(CC)(C(OC(C)=O)C(O)(C(=O)OC)C1N3C)C54)C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC(CSC(=O)C1=CC=CC=C1)C(=O)N1CC(SC2=CC=CC=C2)CC1C(=O)O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(=O)OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCC(=O)OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC(C)C(=O)OC1C(OC(C)=O)C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=C(OC1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)C(O)(C1=CC=CS1)C1=CC=CS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC(=O)C1(N)CC2=C(C(O)=C3C(=O)C4=CC=CC=C4C(=O)C3=C2O)C(OC2CC(O)C(O)CO2)C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCOC1=C(OC)C=CC(C(CS(C)(=O)=O)N2C(=O)C3=C(C2=O)C(NC(C)=O)=CC=C3)=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCOC1=NC2=CC=CC(C(=O)OCC3=C(C)OC(=O)O3)=C2N1CC1=CC=C(C2=CC=CC=C2C2=NOC(=O)[N-]2)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=C(C=CC1=CC(S(=O)(=O)NC2=CC=CC=C2)=CC=C1)NO,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NC1CCCCN(C2=C(F)C=C3C(=O)C(C(=O)O)=CN(C4CC4)C3=C2Cl)C1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COC1=CC=C(NC(=O)C2=CC=C(C(=N)N(C)C)C=C2)C(C(=O)NC2=NC=C(Cl)C=C2)=C1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCC1CC(=O)N(C(CC)C(N)=O)C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)CC(NC(=O)C(CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
